fico,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_util,total_acc,annual_inc,emp_length,home_ownership,loan_amnt,int_rate,term,grade,purpose,state_gdp_2012,default
692.0,32.33,0.0,3.0,0.0,59%,28.0,38192.0,9 years,RENT,18500.0, 14.65%, 36 months,C,debt_consolidation,268861.9,1
702.0,28.08,0.0,3.0,0.0,47.4%,19.0,20000.0,,OWN,2600.0, 10.74%, 36 months,B,credit_card,540882.4,0
662.0,9.89,0.0,0.0,0.0,84.6%,16.0,80000.0,1 year,RENT,28000.0, 21.97%, 36 months,E,credit_card,768722.9,1
662.0,16.01,0.0,0.0,0.0,73.5%,10.0,35000.0,4 years,MORTGAGE,9425.0, 19.22%, 36 months,D,credit_card,2144089.6,0
682.0,22.51,0.0,1.0,0.0,82.9%,18.0,41000.0,3 years,RENT,12000.0, 14.65%, 36 months,C,debt_consolidation,768722.9,0
672.0,26.36,0.0,0.0,0.0,79.5%,41.0,55000.0,10+ years,MORTGAGE,10000.0, 22.45%, 36 months,F,credit_card,768722.9,0
727.0,7.41,0.0,1.0,0.0,58%,10.0,35000.0,10+ years,RENT,8600.0,  7.90%, 36 months,A,debt_consolidation,274540.5,0
677.0,24.23,0.0,0.0,0.0,76.2%,10.0,47000.0,8 years,RENT,9200.0, 13.11%, 36 months,B,credit_card,768722.9,0
687.0,20.71,0.0,1.0,0.0,49%,28.0,70000.0,4 years,RENT,7200.0, 13.11%, 36 months,B,credit_card,519569.0,0
772.0,9.23,0.0,1.0,0.0,14.6%,41.0,115200.0,10+ years,MORTGAGE,5000.0,  6.62%, 36 months,A,car,445120.7,0
667.0,12.93,0.0,1.0,0.0,56.8%,13.0,35000.0,1 year,RENT,5600.0, 15.31%, 36 months,C,other,51607.4,1
677.0,29.94,0.0,1.0,0.0,86.5%,29.0,109000.0,4 years,MORTGAGE,35000.0, 23.13%, 60 months,F,credit_card,274540.5,1
767.0,28.28,0.0,2.0,0.0,25.5%,33.0,74000.0,8 years,MORTGAGE,24000.0, 13.11%, 60 months,B,home_improvement,107718.8,1
707.0,16.45,0.0,2.0,0.0,32.3%,30.0,86500.0,10+ years,MORTGAGE,12000.0, 12.12%, 36 months,B,debt_consolidation,176323.1,0
772.0,2.83,1.0,0.0,0.0,6.9%,31.0,95000.0,8 years,MORTGAGE,2725.0,  6.03%, 36 months,A,major_purchase,1410447.8,0
722.0,18.33,0.0,0.0,0.0,15%,13.0,35000.0,2 years,RENT,3600.0,  7.62%, 36 months,A,debt_consolidation,519569.0,1
762.0,17.35,0.0,0.0,0.0,34.2%,32.0,52000.0,4 years,MORTGAGE,21000.0, 10.74%, 60 months,B,debt_consolidation,768722.9,0
697.0,20.5,0.0,0.0,0.0,80.3%,38.0,100000.0,10+ years,MORTGAGE,6000.0,  9.76%, 36 months,B,credit_card,233481.2,0
662.0,7.85,0.0,1.0,0.0,54.4%,9.0,23400.0,2 years,RENT,6625.0, 18.25%, 36 months,D,debt_consolidation,720881.5,0
677.0,5.04,0.0,0.0,0.0,78%,5.0,35000.0,10+ years,MORTGAGE,8875.0, 17.27%, 36 months,D,debt_consolidation,400623.3,0
707.0,18.52,0.0,1.0,0.0,72.8%,17.0,72000.0,9 years,MORTGAGE,16000.0, 13.99%, 36 months,C,debt_consolidation,418742.3,0
702.0,20.21,1.0,3.0,0.0,34.5%,29.0,31000.0,8 years,MORTGAGE,4750.0, 14.65%, 60 months,C,home_improvement,1323400.8,0
772.0,18.19,0.0,0.0,0.0,0%,32.0,46764.0,,MORTGAGE,22250.0, 13.11%, 60 months,B,home_improvement,175328.5,0
682.0,18.59,0.0,0.0,0.0,79.3%,25.0,94000.0,10+ years,MORTGAGE,14475.0, 13.11%, 36 months,B,debt_consolidation,140764.1,0
692.0,28.2,0.0,0.0,0.0,50.8%,18.0,31619.0,4 years,RENT,8500.0, 13.67%, 36 months,B,other,443566.1,0
702.0,1.73,0.0,0.0,0.0,15.1%,15.0,50000.0,6 years,RENT,7000.0,  8.90%, 36 months,A,other,268068.2,0
697.0,33.49,0.0,1.0,0.0,48%,38.0,22000.0,,OWN,3825.0, 12.12%, 36 months,B,debt_consolidation,519569.0,0
687.0,3.74,1.0,1.0,0.0,4.9%,18.0,47500.0,2 years,MORTGAGE,1800.0, 13.99%, 36 months,C,home_improvement,1323400.8,0
692.0,25.14,0.0,3.0,0.0,77.2%,23.0,40000.0,1 year,RENT,5000.0, 13.11%, 36 months,B,other,768722.9,0
667.0,22.78,2.0,0.0,0.0,73.7%,22.0,55000.0,5 years,MORTGAGE,10000.0, 17.27%, 36 months,D,debt_consolidation,768722.9,0
692.0,15.58,0.0,0.0,1.0,56.2%,33.0,125000.0,10+ years,MORTGAGE,5000.0, 13.99%, 60 months,C,other,244114.4,0
672.0,28.5,0.0,2.0,0.0,84.4%,28.0,21600.0,10+ years,RENT,10475.0, 15.81%, 36 months,C,debt_consolidation,140764.1,0
777.0,2.55,0.0,2.0,0.0,8.5%,28.0,55000.0,8 years,MORTGAGE,15500.0,  7.90%, 36 months,A,small_business,540882.4,0
752.0,16.4,0.0,0.0,0.0,18.7%,22.0,60000.0,3 years,MORTGAGE,25000.0, 10.74%, 60 months,B,home_improvement,1410447.8,0
672.0,8.98,0.0,3.0,0.0,58.5%,52.0,110000.0,10+ years,MORTGAGE,6000.0, 14.65%, 36 months,C,debt_consolidation,1410447.8,0
672.0,29.81,0.0,2.0,1.0,81%,29.0,45000.0,7 years,MORTGAGE,5000.0, 14.65%, 36 months,C,debt_consolidation,127789.1,0
742.0,21.46,0.0,1.0,0.0,27.8%,28.0,60000.0,4 years,RENT,12000.0,  7.62%, 36 months,A,debt_consolidation,1323400.8,0
667.0,9.94,0.0,3.0,0.0,68.2%,12.0,63000.0,10+ years,MORTGAGE,15000.0, 17.99%, 36 months,D,debt_consolidation,768722.9,0
702.0,20.05,0.0,1.0,0.0,50.6%,19.0,24000.0,2 years,RENT,7000.0, 10.74%, 36 months,B,credit_card,274540.5,0
687.0,27.02,0.0,1.0,0.0,41.3%,42.0,50000.0,4 years,MORTGAGE,15000.0, 15.81%, 36 months,C,debt_consolidation,444478.2,0
677.0,8.72,0.0,1.0,0.0,64.1%,11.0,39600.0,2 years,RENT,14450.0, 20.99%, 60 months,E,small_business,107718.8,1
682.0,16.4,0.0,0.0,0.0,68.9%,10.0,56700.0,8 years,RENT,13200.0, 18.25%, 60 months,D,debt_consolidation,2144089.6,0
692.0,20.04,0.0,0.0,0.0,84.2%,16.0,30000.0,5 years,RENT,7000.0, 13.99%, 60 months,C,debt_consolidation,186553.9,0
702.0,13.12,0.0,1.0,0.0,76%,10.0,47000.0,< 1 year,RENT,10000.0, 13.11%, 36 months,B,credit_card,128764.2,0
692.0,22.73,0.0,0.0,0.0,56.7%,18.0,53000.0,3 years,RENT,12000.0, 12.12%, 36 months,B,debt_consolidation,1410447.8,0
722.0,33.36,0.0,0.0,0.0,77.8%,28.0,65500.0,< 1 year,MORTGAGE,16000.0, 12.12%, 60 months,B,credit_card,540882.4,1
667.0,22.94,0.0,0.0,0.0,87.4%,19.0,18468.0,,RENT,6000.0, 13.99%, 36 months,C,credit_card,57717.5,1
742.0,10.81,0.0,2.0,0.0,84.4%,29.0,150000.0,2 years,MORTGAGE,6450.0,  7.62%, 36 months,A,debt_consolidation,175328.5,0
687.0,7.44,0.0,0.0,0.0,63%,14.0,60000.0,10+ years,RENT,15000.0, 13.67%, 36 months,B,debt_consolidation,1323400.8,0
667.0,19.52,0.0,1.0,0.0,93.6%,19.0,78000.0,9 years,OWN,27975.0, 22.45%, 36 months,F,credit_card,2144089.6,1
672.0,28.36,0.0,1.0,0.0,85.1%,24.0,90000.0,< 1 year,RENT,26000.0, 23.26%, 60 months,F,debt_consolidation,2144089.6,0
727.0,19.89,0.0,1.0,0.0,89.5%,17.0,61000.0,5 years,MORTGAGE,13600.0, 14.65%, 60 months,C,debt_consolidation,540882.4,0
677.0,17.94,0.0,1.0,0.0,57.4%,20.0,108000.0,7 years,RENT,8000.0, 15.31%, 36 months,C,wedding,2144089.6,0
667.0,5.95,0.0,0.0,0.0,87.4%,28.0,59000.0,10+ years,RENT,12800.0, 18.25%, 36 months,D,debt_consolidation,244114.4,0
707.0,28.0,0.0,1.0,0.0,79.1%,35.0,49500.0,9 years,RENT,24000.0, 18.55%, 60 months,D,debt_consolidation,140764.1,0
702.0,25.17,0.0,1.0,0.0,66.6%,50.0,77000.0,10+ years,MORTGAGE,18000.0, 13.99%, 36 months,C,other,418742.3,1
662.0,24.19,0.0,0.0,0.0,52.9%,38.0,45000.0,< 1 year,MORTGAGE,21850.0, 24.52%, 36 months,G,debt_consolidation,640663.1,0
757.0,16.09,0.0,2.0,0.0,36.6%,22.0,56000.0,10+ years,MORTGAGE,21000.0, 13.11%, 60 months,B,debt_consolidation,186553.9,0
677.0,5.47,0.0,0.0,0.0,63.2%,14.0,80000.0,< 1 year,RENT,15000.0, 13.99%, 36 months,C,debt_consolidation,1323400.8,0
712.0,30.34,0.0,1.0,0.0,27.2%,9.0,21000.0,5 years,OWN,2700.0, 13.99%, 60 months,C,other,273593.9,0
797.0,10.2,0.0,0.0,0.0,4.1%,12.0,64000.0,,OWN,5000.0,  6.03%, 36 months,A,moving,268861.9,0
672.0,4.54,0.0,0.0,0.0,16.8%,7.0,33600.0,1 year,RENT,2400.0, 18.55%, 60 months,D,other,174427.6,0
732.0,6.76,0.0,1.0,0.0,62.2%,20.0,50000.0,10+ years,RENT,24575.0, 15.81%, 60 months,C,debt_consolidation,768722.9,0
667.0,14.02,0.0,1.0,0.0,69.2%,29.0,95000.0,10+ years,MORTGAGE,12000.0, 16.29%, 36 months,C,credit_card,127789.1,0
682.0,19.32,0.0,0.0,0.0,37.7%,31.0,120000.0,4 years,MORTGAGE,28000.0, 21.48%, 60 months,E,debt_consolidation,540882.4,0
712.0,8.4,0.0,0.0,0.0,67.9%,23.0,80000.0,< 1 year,MORTGAGE,14500.0, 13.99%, 60 months,C,debt_consolidation,1323400.8,1
782.0,15.34,0.0,1.0,0.0,40.9%,41.0,60000.0,10+ years,MORTGAGE,24000.0, 12.12%, 60 months,B,home_improvement,1323400.8,0
682.0,34.3,0.0,0.0,0.0,86.1%,23.0,48144.0,,MORTGAGE,18000.0, 14.65%, 36 months,C,debt_consolidation,768722.9,0
672.0,14.02,0.0,2.0,0.0,48.7%,12.0,35000.0,4 years,MORTGAGE,6925.0, 20.99%, 60 months,E,debt_consolidation,2144089.6,1
672.0,24.29,0.0,0.0,0.0,92.4%,21.0,75000.0,< 1 year,MORTGAGE,35000.0, 24.20%, 60 months,G,debt_consolidation,443566.1,0
672.0,17.74,1.0,0.0,0.0,78.4%,21.0,99600.0,5 years,RENT,23850.0, 19.99%, 36 months,E,debt_consolidation,2144089.6,1
677.0,10.44,0.0,1.0,0.0,80.2%,13.0,50000.0,3 years,RENT,4000.0, 13.99%, 36 months,C,debt_consolidation,87644.8,0
702.0,13.19,0.0,0.0,0.0,62.8%,20.0,98826.0,8 years,MORTGAGE,35000.0, 17.99%, 36 months,D,credit_card,57717.5,0
677.0,11.52,0.0,1.0,0.0,54.2%,24.0,30000.0,7 years,MORTGAGE,4000.0, 13.99%, 36 months,C,debt_consolidation,186553.9,1
707.0,13.48,0.0,2.0,0.0,84.9%,42.0,152000.0,4 years,MORTGAGE,35000.0, 20.50%, 60 months,E,debt_consolidation,42041.6,1
662.0,13.41,0.0,0.0,0.0,95.2%,8.0,87000.0,2 years,RENT,28000.0, 23.33%, 36 months,F,debt_consolidation,418742.3,1
727.0,7.1,0.0,1.0,0.0,35%,25.0,36000.0,5 years,MORTGAGE,3100.0,  7.90%, 36 months,A,credit_card,186553.9,0
782.0,17.06,0.0,3.0,0.0,8.6%,16.0,75000.0,9 years,RENT,16000.0,  9.76%, 60 months,B,debt_consolidation,519569.0,0
667.0,32.74,0.0,0.0,0.0,95.5%,19.0,58000.0,1 year,RENT,10400.0, 18.55%, 36 months,D,credit_card,768722.9,0
677.0,10.12,0.0,1.0,0.0,62.7%,12.0,94000.0,6 years,MORTGAGE,14675.0, 16.29%, 36 months,C,debt_consolidation,268861.9,0
677.0,18.37,0.0,3.0,0.0,46.6%,24.0,71500.0,4 years,RENT,8500.0, 15.81%, 36 months,C,wedding,519569.0,0
672.0,21.89,0.0,2.0,0.0,85.5%,32.0,41008.0,4 years,MORTGAGE,14400.0, 17.99%, 36 months,D,credit_card,296272.5,0
682.0,22.53,0.0,1.0,0.0,87%,23.0,40000.0,3 years,RENT,19500.0, 19.99%, 60 months,E,credit_card,244114.4,1
662.0,15.41,1.0,0.0,0.0,68.2%,37.0,99500.0,< 1 year,MORTGAGE,16500.0, 18.55%, 36 months,D,debt_consolidation,296272.5,0
677.0,11.17,0.0,2.0,1.0,81.4%,25.0,75000.0,4 years,MORTGAGE,8000.0, 15.31%, 36 months,C,debt_consolidation,640663.1,0
687.0,9.09,0.0,1.0,0.0,41.5%,36.0,82000.0,10+ years,RENT,28000.0, 17.99%, 36 months,D,credit_card,519569.0,0
662.0,22.46,0.0,3.0,1.0,8.3%,28.0,35640.0,4 years,RENT,4750.0, 20.50%, 60 months,E,debt_consolidation,1410447.8,0
672.0,21.77,0.0,1.0,0.0,75.2%,33.0,62400.0,10+ years,RENT,5400.0, 15.31%, 36 months,C,debt_consolidation,519569.0,1
672.0,7.05,0.0,1.0,0.0,78%,15.0,70000.0,9 years,MORTGAGE,10950.0, 15.81%, 36 months,C,debt_consolidation,519569.0,0
697.0,19.49,0.0,2.0,0.0,55.4%,27.0,50000.0,6 years,MORTGAGE,16950.0, 18.25%, 60 months,D,other,140764.1,0
667.0,13.06,1.0,1.0,0.0,40.2%,25.0,36200.0,10+ years,RENT,4000.0, 15.31%, 36 months,C,debt_consolidation,2144089.6,0
682.0,9.68,0.0,1.0,0.0,69.4%,12.0,30000.0,6 years,RENT,9500.0, 14.65%, 36 months,C,debt_consolidation,176323.1,0
692.0,12.85,0.0,3.0,0.0,28.5%,20.0,45000.0,7 years,MORTGAGE,3500.0, 13.11%, 36 months,B,home_improvement,640663.1,0
702.0,31.07,0.0,0.0,0.0,61.2%,21.0,55000.0,6 years,RENT,9000.0, 10.74%, 36 months,B,debt_consolidation,2144089.6,0
697.0,20.85,0.0,0.0,0.0,75.5%,49.0,145000.0,10+ years,MORTGAGE,7000.0,  9.76%, 36 months,B,wedding,1323400.8,0
677.0,14.21,0.0,1.0,0.0,61.7%,14.0,37000.0,3 years,OWN,15000.0, 16.29%, 36 months,C,debt_consolidation,445120.7,0
677.0,29.6,1.0,1.0,0.0,30.6%,17.0,33000.0,7 years,RENT,5000.0, 13.99%, 36 months,C,other,244114.4,0
672.0,16.53,0.0,2.0,0.0,43.2%,24.0,31500.0,6 years,RENT,6625.0, 15.81%, 36 months,C,wedding,418742.3,0
692.0,24.87,0.0,0.0,0.0,86%,7.0,47000.0,3 years,MORTGAGE,22750.0, 17.27%, 36 months,D,debt_consolidation,768722.9,1
712.0,28.13,0.0,1.0,0.0,52.6%,29.0,45000.0,10+ years,RENT,21000.0, 16.29%, 60 months,C,debt_consolidation,2144089.6,0
707.0,23.36,0.0,0.0,0.0,83.5%,34.0,100850.0,1 year,MORTGAGE,16800.0, 12.12%, 36 months,B,credit_card,233481.2,0
672.0,8.06,0.0,3.0,0.0,38.3%,16.0,51000.0,6 years,MORTGAGE,8000.0, 15.81%, 36 months,C,other,186553.9,0
807.0,25.48,0.0,2.0,0.0,30.4%,52.0,80000.0,< 1 year,RENT,5000.0,  6.03%, 36 months,A,moving,107718.8,0
692.0,12.9,0.0,0.0,0.0,77%,7.0,60000.0,7 years,RENT,9600.0, 12.12%, 36 months,B,credit_card,519569.0,0
667.0,20.43,0.0,1.0,0.0,85%,17.0,40000.0,< 1 year,RENT,4250.0, 15.81%, 36 months,C,other,768722.9,0
667.0,20.38,0.0,1.0,0.0,59%,18.0,65000.0,1 year,RENT,21000.0, 23.26%, 60 months,F,debt_consolidation,2144089.6,1
692.0,5.09,1.0,0.0,0.0,67.1%,20.0,80000.0,6 years,MORTGAGE,6400.0,  9.76%, 36 months,B,debt_consolidation,443566.1,0
702.0,22.19,0.0,0.0,0.0,63.3%,35.0,56000.0,2 years,MORTGAGE,17500.0, 19.22%, 60 months,D,other,443566.1,1
677.0,21.15,0.0,1.0,0.0,88.8%,13.0,48000.0,4 years,MORTGAGE,20000.0, 16.29%, 36 months,C,debt_consolidation,175328.5,0
707.0,11.05,0.0,3.0,0.0,39.2%,45.0,44000.0,< 1 year,RENT,17600.0, 15.31%, 36 months,C,debt_consolidation,296272.5,1
692.0,21.1,0.0,0.0,1.0,52.4%,47.0,70000.0,10+ years,RENT,15250.0, 21.48%, 36 months,E,debt_consolidation,519569.0,0
692.0,30.02,0.0,0.0,0.0,88.8%,18.0,58240.0,5 years,MORTGAGE,19000.0, 19.22%, 60 months,D,credit_card,296272.5,0
692.0,33.52,0.0,1.0,0.0,54.1%,28.0,40850.0,10+ years,MORTGAGE,13600.0, 13.67%, 36 months,B,credit_card,443566.1,0
722.0,25.73,0.0,0.0,0.0,40.7%,20.0,17000.0,3 years,RENT,4000.0,  7.90%, 36 months,A,other,768722.9,0
692.0,22.2,0.0,3.0,0.0,60.7%,34.0,60000.0,8 years,RENT,11200.0, 13.99%, 36 months,C,credit_card,540882.4,0
727.0,26.22,0.0,0.0,0.0,32.9%,31.0,61000.0,1 year,RENT,1000.0,  7.62%, 36 months,A,moving,400623.3,0
697.0,8.43,0.0,0.0,0.0,37.9%,22.0,39000.0,10+ years,RENT,5000.0,  9.76%, 36 months,B,major_purchase,2144089.6,0
747.0,16.7,0.0,0.0,0.0,27.9%,7.0,46000.0,< 1 year,RENT,4200.0,  6.62%, 36 months,A,moving,400623.3,0
682.0,24.91,0.0,0.0,0.0,48.1%,29.0,82000.0,5 years,RENT,24500.0, 20.50%, 60 months,E,debt_consolidation,519569.0,1
752.0,22.52,0.0,1.0,0.0,43.3%,25.0,86316.0,7 years,MORTGAGE,9000.0, 10.74%, 60 months,B,other,418742.3,0
742.0,14.07,1.0,2.0,0.0,28.8%,26.0,70000.0,5 years,MORTGAGE,5500.0,  7.62%, 36 months,A,debt_consolidation,418742.3,0
802.0,8.27,0.0,0.0,0.0,9%,8.0,47000.0,6 years,MORTGAGE,11175.0,  6.03%, 36 months,A,debt_consolidation,720881.5,0
697.0,19.74,0.0,0.0,0.0,65.7%,19.0,72000.0,10+ years,MORTGAGE,30000.0, 18.25%, 36 months,D,credit_card,174427.6,0
827.0,8.43,0.0,0.0,0.0,12.7%,46.0,44000.0,,MORTGAGE,8500.0,  6.03%, 36 months,A,home_improvement,720881.5,0
717.0,7.82,1.0,3.0,0.0,5.8%,32.0,70000.0,3 years,MORTGAGE,24000.0, 13.99%, 36 months,C,debt_consolidation,519569.0,1
677.0,10.87,0.0,1.0,0.0,70.4%,16.0,36000.0,5 years,MORTGAGE,11300.0, 15.81%, 36 months,C,credit_card,768722.9,0
727.0,5.21,0.0,0.0,0.0,3%,13.0,26400.0,< 1 year,RENT,12625.0,  8.90%, 36 months,A,wedding,1410447.8,1
717.0,13.48,0.0,0.0,0.0,65.4%,24.0,74000.0,10+ years,MORTGAGE,20000.0, 10.74%, 36 months,B,debt_consolidation,418742.3,0
677.0,13.44,0.0,0.0,0.0,75.4%,16.0,56000.0,6 years,MORTGAGE,11000.0, 13.67%, 36 months,B,debt_consolidation,233481.2,0
662.0,7.03,0.0,3.0,0.0,80%,35.0,78000.0,10+ years,MORTGAGE,4800.0, 15.81%, 36 months,C,debt_consolidation,334555.5,0
732.0,22.33,0.0,0.0,0.0,75.9%,40.0,90000.0,7 years,MORTGAGE,28000.0, 13.11%, 60 months,B,credit_card,640663.1,0
662.0,3.2,0.0,0.0,0.0,52%,16.0,120000.0,2 years,RENT,32350.0, 22.78%, 36 months,F,credit_card,1323400.8,0
667.0,24.51,0.0,2.0,0.0,95.1%,36.0,57292.0,10+ years,RENT,20000.0, 23.33%, 60 months,F,debt_consolidation,296272.5,0
667.0,13.51,1.0,0.0,0.0,60.5%,30.0,65000.0,< 1 year,OWN,20500.0, 19.22%, 36 months,D,credit_card,2144089.6,1
687.0,17.24,0.0,0.0,0.0,58.7%,34.0,60000.0,10+ years,MORTGAGE,19200.0, 18.55%, 60 months,D,debt_consolidation,519569.0,1
712.0,22.88,0.0,0.0,0.0,74.8%,43.0,100000.0,10+ years,MORTGAGE,12000.0,  9.76%, 36 months,B,debt_consolidation,443566.1,0
662.0,11.4,0.0,0.0,0.0,45.4%,19.0,66000.0,4 years,MORTGAGE,8000.0, 17.99%, 36 months,D,wedding,445120.7,0
722.0,5.04,0.0,0.0,0.0,76.8%,25.0,115000.0,7 years,MORTGAGE,14000.0,  7.90%, 36 months,A,debt_consolidation,439539.7,0
687.0,27.27,0.0,1.0,0.0,31.5%,18.0,33000.0,< 1 year,MORTGAGE,7300.0, 13.11%, 36 months,B,home_improvement,107718.8,0
702.0,21.26,0.0,2.0,0.0,57.8%,28.0,71000.0,10+ years,OWN,16000.0, 17.99%, 60 months,D,debt_consolidation,519569.0,1
672.0,14.97,1.0,1.0,0.0,57.6%,25.0,80000.0,7 years,MORTGAGE,16000.0, 17.27%, 36 months,D,debt_consolidation,540882.4,0
687.0,25.3,1.0,0.0,0.0,77.5%,32.0,112000.0,10+ years,MORTGAGE,10000.0, 13.67%, 36 months,B,debt_consolidation,1323400.8,0
722.0,9.73,0.0,2.0,0.0,25.4%,31.0,59426.0,10+ years,MORTGAGE,25000.0, 15.31%, 60 months,C,house,445120.7,0
737.0,1.14,0.0,2.0,0.0,26.1%,6.0,20000.0,5 years,RENT,9750.0, 10.74%, 36 months,B,other,640663.1,1
677.0,0.38,0.0,0.0,0.0,27.9%,6.0,87500.0,10+ years,RENT,3000.0, 13.11%, 36 months,B,major_purchase,519569.0,0
667.0,7.33,0.0,1.0,0.0,67.3%,15.0,65000.0,1 year,RENT,4000.0, 16.29%, 36 months,C,credit_card,1323400.8,0
672.0,9.2,0.0,0.0,0.0,71.3%,9.0,30000.0,3 years,RENT,8475.0, 17.27%, 36 months,D,other,444478.2,0
687.0,1.38,0.0,2.0,0.0,81.3%,10.0,65000.0,4 years,RENT,8000.0, 15.31%, 36 months,C,credit_card,1323400.8,0
682.0,30.04,1.0,1.0,0.0,89.2%,42.0,45000.0,4 years,MORTGAGE,22000.0, 19.99%, 60 months,E,debt_consolidation,640663.1,1
712.0,23.59,0.0,0.0,0.0,74.6%,9.0,29000.0,3 years,RENT,8475.0,  9.76%, 36 months,B,debt_consolidation,296272.5,0
717.0,30.63,0.0,0.0,0.0,59.9%,29.0,70632.0,10+ years,MORTGAGE,18475.0, 13.99%, 60 months,C,debt_consolidation,540882.4,1
737.0,12.87,0.0,2.0,0.0,79.2%,40.0,120000.0,10+ years,MORTGAGE,35000.0, 14.65%, 60 months,C,debt_consolidation,334555.5,1
707.0,11.39,0.0,0.0,0.0,45.2%,14.0,90000.0,10+ years,RENT,7200.0,  8.90%, 36 months,A,house,127789.1,0
752.0,3.97,0.0,1.0,0.0,64.1%,19.0,77000.0,10+ years,MORTGAGE,10825.0,  7.90%, 36 months,A,credit_card,418742.3,0
672.0,21.69,0.0,2.0,0.0,85.4%,28.0,72000.0,10+ years,RENT,35000.0, 23.33%, 60 months,F,debt_consolidation,400623.3,0
807.0,20.36,0.0,0.0,0.0,19.6%,32.0,50000.0,10+ years,MORTGAGE,8000.0,  6.03%, 36 months,A,debt_consolidation,443566.1,0
682.0,14.16,0.0,1.0,0.0,69%,24.0,89000.0,10+ years,RENT,25000.0, 20.50%, 60 months,E,debt_consolidation,2144089.6,1
672.0,21.87,0.0,0.0,0.0,84.6%,25.0,54000.0,,RENT,10000.0, 13.99%, 36 months,C,other,519569.0,1
682.0,4.42,0.0,2.0,0.0,39.7%,18.0,75000.0,3 years,MORTGAGE,7200.0, 13.67%, 36 months,B,debt_consolidation,296272.5,0
682.0,20.2,0.0,1.0,0.0,80.2%,30.0,54000.0,6 years,MORTGAGE,16950.0, 19.22%, 60 months,D,debt_consolidation,1323400.8,0
697.0,18.22,0.0,0.0,0.0,86.7%,13.0,60000.0,9 years,MORTGAGE,19075.0, 18.55%, 60 months,D,home_improvement,1410447.8,0
817.0,8.74,0.0,1.0,0.0,8.8%,26.0,45000.0,2 years,RENT,16500.0, 12.12%, 60 months,B,medical,640663.1,0
672.0,20.58,1.0,0.0,0.0,80.9%,26.0,40000.0,1 year,MORTGAGE,10575.0, 13.99%, 36 months,C,debt_consolidation,540882.4,0
672.0,17.02,0.0,3.0,1.0,64.5%,17.0,55000.0,6 years,RENT,7600.0, 15.81%, 36 months,C,debt_consolidation,2144089.6,0
697.0,21.46,1.0,0.0,0.0,80.4%,40.0,103000.0,3 years,MORTGAGE,17050.0, 13.11%, 36 months,B,credit_card,334555.5,0
752.0,24.88,0.0,0.0,0.0,29.4%,23.0,34000.0,10+ years,OWN,16750.0, 10.74%, 60 months,B,debt_consolidation,768722.9,0
692.0,4.44,0.0,0.0,0.0,81.7%,16.0,100000.0,4 years,OWN,20000.0, 14.65%, 36 months,C,debt_consolidation,1323400.8,0
672.0,8.64,0.0,2.0,0.0,93.8%,9.0,20000.0,,RENT,2000.0, 17.27%, 36 months,D,debt_consolidation,2144089.6,0
697.0,18.79,0.0,1.0,0.0,66.5%,38.0,61000.0,< 1 year,MORTGAGE,20800.0, 21.48%, 60 months,E,debt_consolidation,244114.4,1
692.0,1.09,0.0,0.0,1.0,21.7%,7.0,75000.0,6 years,MORTGAGE,8000.0, 17.99%, 60 months,D,home_improvement,768722.9,0
667.0,12.93,0.0,0.0,0.0,71%,21.0,38703.39,7 years,RENT,10000.0, 14.65%, 36 months,C,debt_consolidation,443566.1,0
682.0,18.63,0.0,1.0,0.0,55.5%,20.0,76000.0,9 years,MORTGAGE,12000.0, 14.65%, 36 months,C,debt_consolidation,1410447.8,0
682.0,9.25,1.0,0.0,0.0,37.2%,23.0,95000.0,7 years,MORTGAGE,14100.0, 13.11%, 36 months,B,debt_consolidation,1323400.8,0
697.0,10.27,0.0,0.0,0.0,39.9%,11.0,45000.0,6 years,RENT,18000.0, 13.11%, 36 months,B,moving,2144089.6,0
682.0,11.31,0.0,0.0,0.0,63.7%,15.0,76000.0,8 years,MORTGAGE,17000.0, 13.99%, 36 months,C,debt_consolidation,640663.1,0
667.0,30.78,1.0,2.0,0.0,12.7%,20.0,42843.49,5 years,RENT,16000.0, 21.48%, 60 months,E,credit_card,273593.9,0
777.0,33.29,0.0,4.0,0.0,18.2%,16.0,39200.0,4 years,RENT,5200.0,  7.62%, 36 months,A,debt_consolidation,519569.0,1
662.0,20.81,0.0,3.0,1.0,74.6%,17.0,50000.0,10+ years,RENT,6000.0, 15.81%, 36 months,C,debt_consolidation,519569.0,0
687.0,22.91,0.0,2.0,0.0,84.5%,8.0,52000.0,3 years,RENT,10000.0, 13.99%, 36 months,C,moving,640663.1,0
712.0,11.22,0.0,0.0,0.0,73.6%,21.0,59380.0,10+ years,MORTGAGE,22000.0, 14.65%, 60 months,C,debt_consolidation,140764.1,0
682.0,33.03,0.0,0.0,0.0,72.6%,12.0,19000.0,5 years,RENT,3825.0, 12.12%, 36 months,B,debt_consolidation,2144089.6,0
662.0,16.6,0.0,0.0,0.0,72.8%,17.0,18000.0,,RENT,2850.0, 14.65%, 36 months,C,debt_consolidation,720881.5,1
682.0,23.94,0.0,0.0,0.0,97.9%,31.0,37000.0,10+ years,MORTGAGE,16500.0, 21.48%, 60 months,E,debt_consolidation,1410447.8,1
702.0,28.01,0.0,0.0,0.0,61.3%,34.0,64176.0,10+ years,MORTGAGE,7550.0, 10.74%, 36 months,B,debt_consolidation,2144089.6,0
